long,lat,id,group,Cod.Dep,Departamento,Tipo,F,M,Casos,rango
-76.95416967,8.18533908,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.95416967,8.18533908,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.95416967,8.18533908,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.9347334,8.18883859,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.9347334,8.18883859,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.9347334,8.18883859,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.94369578,8.21062518,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.94369578,8.21062518,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.94369578,8.21062518,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.91025081,8.19080594,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.91025081,8.19080594,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.91025081,8.19080594,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.92693687,8.1898587,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.92693687,8.1898587,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.92693687,8.1898587,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.9094493,8.1776174,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.9094493,8.1776174,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.9094493,8.1776174,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.93168175,8.17363591,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.93168175,8.17363591,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.93168175,8.17363591,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.93245041,8.15847197,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.93245041,8.15847197,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.93245041,8.15847197,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.94323954,8.16665167,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.94323954,8.16665167,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.94323954,8.16665167,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.95033639,8.1447647,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.95033639,8.1447647,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.95033639,8.1447647,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.93186904,8.09152918,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.93186904,8.09152918,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.93186904,8.09152918,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.88862995,8.11437974,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.88862995,8.11437974,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.88862995,8.11437974,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.89356207,8.13230287,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.89356207,8.13230287,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.89356207,8.13230287,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.81270599,8.13165855,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.81270599,8.13165855,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.81270599,8.13165855,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.85405158,8.11997984,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.85405158,8.11997984,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.85405158,8.11997984,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.85466801,8.09126909,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.85466801,8.09126909,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.85466801,8.09126909,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.8215724,8.09437531,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.8215724,8.09437531,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.8215724,8.09437531,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.87315522,8.06806068,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.87315522,8.06806068,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.87315522,8.06806068,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.82997044,8.05038673,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.82997044,8.05038673,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.82997044,8.05038673,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.87163785,8.05317289,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.87163785,8.05317289,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.87163785,8.05317289,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.83418912,8.0198273,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.83418912,8.0198273,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.83418912,8.0198273,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.87451001,8.02135631,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.87451001,8.02135631,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.87451001,8.02135631,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.8904792,8.04547365,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.8904792,8.04547365,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.8904792,8.04547365,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.92482717,8.02464357,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.92482717,8.02464357,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.92482717,8.02464357,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.92224799,7.91759394,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.92224799,7.91759394,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.92224799,7.91759394,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.86248646,7.90055946,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.86248646,7.90055946,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.86248646,7.90055946,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.74836664,7.92208404,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.74836664,7.92208404,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.74836664,7.92208404,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.74552608,7.96163676,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.74552608,7.96163676,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.74552608,7.96163676,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.72621804,7.98297927,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.72621804,7.98297927,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.72621804,7.98297927,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.7444679,8.01884954,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.7444679,8.01884954,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.7444679,8.01884954,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.714761,8.0616436,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.714761,8.0616436,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.714761,8.0616436,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.7360323,8.09254586,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.7360323,8.09254586,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.7360323,8.09254586,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.74325625,8.0633092,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.74325625,8.0633092,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.74325625,8.0633092,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.73600045,8.0985452,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.73600045,8.0985452,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.73600045,8.0985452,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.75586,8.12144718,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.75586,8.12144718,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.75586,8.12144718,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.73802483,8.16861153,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.73802483,8.16861153,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.73802483,8.16861153,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.77432177,8.26653088,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.77432177,8.26653088,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.77432177,8.26653088,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.75361697,8.32492694,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.75361697,8.32492694,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.75361697,8.32492694,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.75863114,8.39503324,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.75863114,8.39503324,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.75863114,8.39503324,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.78805819,8.42115079,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.78805819,8.42115079,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.78805819,8.42115079,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.8250774,8.49661726,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.8250774,8.49661726,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.8250774,8.49661726,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.93492288,8.54770031,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.93492288,8.54770031,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.93492288,8.54770031,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.92277378,8.52768049,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.92277378,8.52768049,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.92277378,8.52768049,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.9272887,8.52634634,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.9272887,8.52634634,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.9272887,8.52634634,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.93826178,8.55336985,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.93826178,8.55336985,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.93826178,8.55336985,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.89142601,8.5920956,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.89142601,8.5920956,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.89142601,8.5920956,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.88524517,8.62309631,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.88524517,8.62309631,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.88524517,8.62309631,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.64967429,8.67117175,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.64967429,8.67117175,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.64967429,8.67117175,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.63091949,8.73051224,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.63091949,8.73051224,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.63091949,8.73051224,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.52405471,8.77356586,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.52405471,8.77356586,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.52405471,8.77356586,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.51030208,8.80393762,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.51030208,8.80393762,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.51030208,8.80393762,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.41360457,8.87397371,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.41360457,8.87397371,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.41360457,8.87397371,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.38116682,8.79420897,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.38116682,8.79420897,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.38116682,8.79420897,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.4195659,8.75499415,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.4195659,8.75499415,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.4195659,8.75499415,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.36788787,8.72067467,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.36788787,8.72067467,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.36788787,8.72067467,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.34562619,8.63982153,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.34562619,8.63982153,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.34562619,8.63982153,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.31400316,8.65648966,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.31400316,8.65648966,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.31400316,8.65648966,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.26605742,8.63880709,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.26605742,8.63880709,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.26605742,8.63880709,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.2507151,8.61030721,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.2507151,8.61030721,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.2507151,8.61030721,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.26544226,8.58419024,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.26544226,8.58419024,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.26544226,8.58419024,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.22281106,8.57327013,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.22281106,8.57327013,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.22281106,8.57327013,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.23680258,8.55444003,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.23680258,8.55444003,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.23680258,8.55444003,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.20999636,8.52292252,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.20999636,8.52292252,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.20999636,8.52292252,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.21866845,8.44356047,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.21866845,8.44356047,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.21866845,8.44356047,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.18044527,8.39731105,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.18044527,8.39731105,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.18044527,8.39731105,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.24287728,8.36998624,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.24287728,8.36998624,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.24287728,8.36998624,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.30343038,8.31117905,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.30343038,8.31117905,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.30343038,8.31117905,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.30327581,8.2845222,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.30327581,8.2845222,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.30327581,8.2845222,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.35335615,8.19423901,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.35335615,8.19423901,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.35335615,8.19423901,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.33114775,8.15145938,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.33114775,8.15145938,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.33114775,8.15145938,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.36815123,8.15294608,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.36815123,8.15294608,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.36815123,8.15294608,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.37485222,8.11154444,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.37485222,8.11154444,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.37485222,8.11154444,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.40852663,8.09971714,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.40852663,8.09971714,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.40852663,8.09971714,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.40872379,8.07392511,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.40872379,8.07392511,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.40872379,8.07392511,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.42497153,8.0742938,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.42497153,8.0742938,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.42497153,8.0742938,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.42764859,8.0197946,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.42764859,8.0197946,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.42764859,8.0197946,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.4115737,8.00695201,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.4115737,8.00695201,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.4115737,8.00695201,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.42111738,7.91182522,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.42111738,7.91182522,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.42111738,7.91182522,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.46353985,7.87308823,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.46353985,7.87308823,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.46353985,7.87308823,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.48349733,7.75803506,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.48349733,7.75803506,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.48349733,7.75803506,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.4966312,7.74971559,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.4966312,7.74971559,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.4966312,7.74971559,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.48556311,7.68931944,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.48556311,7.68931944,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.48556311,7.68931944,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.51453012,7.58666464,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.51453012,7.58666464,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.51453012,7.58666464,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.45254227,7.50112586,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.45254227,7.50112586,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.45254227,7.50112586,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.4162862,7.4185046,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.4162862,7.4185046,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.4162862,7.4185046,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-76.38612688,7.39361316,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-76.38612688,7.39361316,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-76.38612688,7.39361316,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-75.84549601,7.34708726,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-75.84549601,7.34708726,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-75.84549601,7.34708726,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-75.81765888,7.41582357,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-75.81765888,7.41582357,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-75.81765888,7.41582357,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-75.82508112,7.44218775,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-75.82508112,7.44218775,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-75.82508112,7.44218775,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-75.78777923,7.45983691,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-75.78777923,7.45983691,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-75.78777923,7.45983691,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-75.76525372,7.60194378,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-75.76525372,7.60194378,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-75.76525372,7.60194378,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-75.74862959,7.61354176,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-75.74862959,7.61354176,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-75.74862959,7.61354176,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
-75.71186875,7.58128682,0,0.1,5,Antioquia,Activo,8792,8382,17174,16000 - 18000
-75.71186875,7.58128682,0,0.1,5,Antioquia,Recuperado,56817,57650,114467,1e+05 - 120000
-75.71186875,7.58128682,0,0.1,5,Antioquia,Fallecido,1046,1655,2701,2000 - 3000
